C5-F1.2,ABSENTE
C5-F1.3,ABSENTE
C5-F1.4,ABSENTE
C5-F1.5,ABSENTE
C5-G1.1,ABSENTE
C5-G1.2,ABSENTE
C5-G1.3,ABSENTE
C5-G1.4,ABSENTE
C5-G1.5,ABSENTE
C5-H1.1,ABSENTE
C5-H1.2,ABSENTE
C5-H1.3,ABSENTE
C5-H1.4,ABSENTE
C5-H1.5,ABSENTE
C4-A1.1,PRESENTE
C4-A1.2,PRESENTE
C4-A1.3,PRESENTE
C4-A1.4,PRESENTE
C4-B1.1,PRESENTE
C4-B1.2,PRESENTE
C4-B1.3,PRESENTE
C4-B1.4,PRESENTE
C4-C1.1,PRESENTE
C4-C1.2,PRESENTE
C4-C1.3,PRESENTE
C4-C1.4,PRESENTE
C4-C1.5,PRESENTE
C4-D1.1,PRESENTE
C4-D1.2,PRESENTE
C4-D1.3,PRESENTE
C4-D1.4,PRESENTE
C4-D1.5,PRESENTE
C4-D1.6,PRESENTE
C4-D1.7,PRESENTE
C4-E1.1,PRESENTE
C4-E1.2,PRESENTE
C4-E1.3,PRESENTE
C4-E1.4,PRESENTE
C4-E1.5,PRESENTE
C4-E1.6,PRESENTE
C4-F1.1,PRESENTE
C4-F1.2,PRESENTE
C4-F1.3,PRESENTE
C4-F1.4,PRESENTE
C4-F1.5,PRESENTE
C4-F1.6,PRESENTE
C4-F1.7,PRESENTE
C4-G1.1,PRESENTE
C4-G1.2,PRESENTE
C4-G1.3,PRESENTE
C4-G1.4,PRESENTE
C4-G1.5,PRESENTE
C4-G1.6,PRESENTE
C4-G1.7,ABSENTE
C4-H1.1,PRESENTE
C4-H1.2,PRESENTE
C4-H1.3,PRESENTE
C4-H1.4,PRESENTE
C4-H1.5,PRESENTE
C4-H1.6,PRESENTE
C4-H1.7,PRESENTE
C4-I1.1,PRESENTE
C4-I1.2,PRESENTE
C4-I1.3,PRESENTE
C4-I1.4,PRESENTE
C4-I1.5,PRESENTE
C4-J1.1,PRESENTE
C4-J1.2,PRESENTE
C4-J1.3,PRESENTE
C4-J1.4,PRESENTE
C4-J1.5,PRESENTE
C4-K1.1,PRESENTE
C4-K1.2,PRESENTE
C4-K1.3,PRESENTE
C4-K1.4,PRESENTE
C4-K1.5,PRESENTE
C4-L1.1,PRESENTE
C4-L1.2,PRESENTE
C4-L1.3,PRESENTE
C4-L1.4,PRESENTE
C4-L1.5,ABSENTE
C4-M1.1,PRESENTE
C4-M1.2,PRESENTE
C4-M1.3,PRESENTE
C4-M1.4,PRESENTE
C4-M1.5,ABSENTE
C4-N1.1,ABSENTE
C4-N1.2,PRESENTE
C4-N1.3,PRESENTE
C4-N1.4,PRESENTE
C4-N1.5,PRESENTE
C4-O1.1,ABSENTE
C4-O1.2,PRESENTE
C4-O1.3,PRESENTE
C4-O1.4,PRESENTE
C4-O1.5,PRESENTE
C4-P1.1,PRESENTE
C4-P1.2,PRESENTE
C4-P1.3,PRESENTE
C4-P1.4,PRESENTE
C4-P1.5,PRESENTE
C4-Q1.1,ABSENTE
C4-Q1.2,PRESENTE
C4-Q1.3,PRESENTE
C4-Q1.4,PRESENTE
C4-Q1.5,PRESENTE
C4-R1.1,PRESENTE
C4-R1.2,PRESENTE
C4-R1.3,PRESENTE
C4-R1.4,PRESENTE
C4-R1.5,PRESENTE
B-R1.1,PRESENTE
B-R1.2,PRESENTE
B-R1.3,ABSENTE
B-R1.4,PRESENTE
B-R1.5,PRESENTE
B-R2.1,PRESENTE
B-R2.2,PRESENTE
B-R2.3,PRESENTE
B-R2.4,PRESENTE
B-R2.5,PRESENTE
B-R2.6,PRESENTE
B-R3.1,PRESENTE
B-R3.2,PRESENTE
B-R3.3,PRESENTE
B-R3.4,ABSENTE
B-R3.5,PRESENTE
B-R3.6,ABSENTE
B-R4.1,ABSENTE
B-R4.2,PRESENTE
B-R4.3,PRESENTE
B-R4.4,PRESENTE
B-R4.5,PRESENTE
B-R4.6,PRESENTE
B-R4.7,PRESENTE
B-R5.1,PRESENTE
B-R5.2,PRESENTE
B-R5.3,PRESENTE
B-R5.4,PRESENTE
B-R5.5,ABSENTE
B-R5.6,ABSENTE
B-R5.7,ABSENTE
B-R6.1,ABSENTE
B-R6.2,PRESENTE
B-R6.3,PRESENTE
B-R6.4,PRESENTE
B-R6.5,PRESENTE
B-R6.6,ABSENTE
B-R7.1,PRESENTE
B-R7.2,PRESENTE
B-R7.3,PRESENTE
B-R7.4,PRESENTE
B-R7.5,PRESENTE
B-R7.6,ABSENTE
B-R8.1,PRESENTE
B-R8.2,PRESENTE
B-R8.3,PRESENTE
B-R8.4,PRESENTE
B-R8.5,ABSENTE
B-R8.6,ABSENTE
B-R9.1,PRESENTE
B-R9.2,PRESENTE
B-R9.3,PRESENTE
B-R9.4,ABSENTE
B-R9.5,ABSENTE
B-R9.6,ABSENTE
B-R10.1,PRESENTE
B-R10.2,PRESENTE
B-R10.3,PRESENTE
B-R10.4,ABSENTE
B-R10.5,ABSENTE
B-R10.6,ABSENTE
B-R11.1,PRESENTE
B-R11.2,PRESENTE
B-R11.3,PRESENTE
B-R11.4,PRESENTE
B-R11.5,PRESENTE
B-R11.6,ABSENTE
